Date,CityCode,CityName,BaiduIndex
2020/1/1,141000,临汾市,274.1971976
2020/1/1,141100,吕梁市,258.5560742
2020/1/1,150100,呼和浩特市,261.1717649
2020/1/1,150200,包头市,205.6938335
2020/1/1,150300,乌海市,217.9259337
2020/1/1,150400,赤峰市,316.8191273
2020/1/1,150500,通辽市,265.2719832
2020/1/1,150600,鄂尔多斯市,303.0747783
2020/1/1,150700,呼伦贝尔市,245.2777715
2020/1/1,150800,巴彦淖尔市,214.9587758
2020/1/1,150900,乌兰察布市,186.653797
2020/1/1,152200,兴安盟,175.1143867
2020/1/1,152500,锡林郭勒盟,211.7089393
2020/1/1,152900,阿拉善盟,187.7196607
2020/1/1,210100,沈阳市,296.7775606
2020/1/1,210200,大连市,241.3084891
2020/1/1,210300,鞍山市,275.1786813
2020/1/1,210400,抚顺市,216.6345025
2020/1/1,210500,本溪市,284.9327132
2020/1/1,210600,丹东市,293.8632874
2020/1/1,210700,锦州市,225.454787
2020/1/1,210800,营口市,262.538101
2020/1/1,210900,阜新市,210.2882216
2020/1/1,211000,辽阳市,201.5773922
2020/1/1,211100,盘锦市,180.5795027
2020/1/1,211200,铁岭市,199.3365256
2020/1/1,211300,朝阳市,202.7223957
2020/1/1,211400,葫芦岛市,310.4030077
2020/1/1,220100,长春市,273.4315577
2020/1/1,220200,吉林市,315.8806483
2020/1/1,220400,辽源市,198.2901175
2020/1/1,220600,白山市,204.6087304
2020/1/1,220700,松原市,277.0452984
2020/1/1,220800,白城市,216.6403751
2020/1/1,222400,延边朝鲜族自治州,224.0970232
2020/1/1,230100,哈尔滨市,290.5162615
2020/1/1,230200,齐齐哈尔市,279.2361068
2020/1/1,230300,鸡西市,236.6842347
2020/1/1,230400,鹤岗市,167.0379883
2020/1/1,230500,双鸭山市,201.5411539
2020/1/1,230600,大庆市,293.6562771
2020/1/1,230700,伊春市,267.3198242
2020/1/1,230800,佳木斯市,226.1594397
2020/1/1,230900,七台河市,182.2101167
2020/1/1,231000,牡丹江市,235.2193484
2020/1/1,231100,黑河市,200.5718749
2020/1/1,231200,绥化市,253.8206102
2020/1/1,232700,大兴安岭地区,199.8102944
2020/1/1,310000,上海市,642.5369867
2020/1/1,320100,南京市,394.399658
2020/1/1,320200,无锡市,266.418494
2020/1/1,320300,徐州市,229.5500732
2020/1/1,320400,常州市,265.6791428
2020/1/1,320500,苏州市,540.7867655
2020/1/1,320600,南通市,254.3788494
2020/1/1,320700,连云港市,305.3798985
2020/1/1,320800,淮安市,311.4549242
2020/1/1,320900,盐城市,246.1990146
2020/1/1,321000,扬州市,258.342718
2020/1/1,321100,镇江市,287.9416482
2020/1/1,321200,泰州市,309.112959
2020/1/1,321300,宿迁市,248.8050536
2020/1/1,330100,杭州市,465.4477212
2020/1/1,330200,宁波市,272.6769481
2020/1/1,330300,温州市,259.6138669
2020/1/1,330400,嘉兴市,233.1415976
2020/1/1,330500,湖州市,273.0055598
2020/1/1,330600,绍兴市,247.7222847
2020/1/1,330700,金华市,274.8950539
2020/1/1,330800,衢州市,183.9039939
2020/1/1,330900,舟山市,302.6233458
2020/1/1,331000,台州市,265.4826589
2020/1/1,331100,丽水市,259.8797652
2020/1/1,340200,芜湖市,221.4029203
2020/1/1,340300,蚌埠市,314.8335752
2020/1/1,340400,淮南市,229.3834014
2020/1/1,340500,马鞍山市,297.0788201
2020/1/1,340600,淮北市,242.222015
2020/1/1,340700,铜陵市,214.9875759
2020/1/1,340800,安庆市,295.4342659
2020/1/1,341000,黄山市,188.7693907
2020/1/1,341100,滁州市,273.4250221
2020/1/1,341200,阜阳市,264.3199958
2020/1/1,341300,宿州市,303.1902212
2020/1/1,341500,六安市,304.739856
2020/1/1,341600,亳州市,294.7445779
2020/1/1,341700,池州市,218.6501117
2020/1/1,341800,宣城市,300.8034146
2020/1/1,350100,福州市,264.1420653
2020/1/1,350200,厦门市,277.7705815
2020/1/1,350300,莆田市,309.1436883
2020/1/1,350400,三明市,189.4344422
2020/1/1,350500,泉州市,239.0461006
2020/1/1,350600,漳州市,257.6342716
2020/1/1,350700,南平市,220.0245807
2020/1/1,350800,龙岩市,228.1310016
2020/1/1,350900,宁德市,242.265014
2020/1/1,360100,南昌市,286.1363781
2020/1/1,360200,景德镇市,256.0546376
2020/1/1,360300,萍乡市,267.9205873
2020/1/1,360400,九江市,250.7636303
2020/1/1,360500,新余市,199.4426889
2020/1/1,360600,鹰潭市,244.042475
2020/1/1,360700,赣州市,328.1222607
2020/1/1,360800,吉安市,283.333308
2020/1/1,360900,宜春市,304.9894528
2020/1/1,361000,抚州市,295.9101231
2020/1/1,361100,上饶市,263.5044809
2020/1/1,370100,济南市,336.5587869
2020/1/1,370200,青岛市,384.0214813
2020/1/1,370300,淄博市,293.3757199
2020/1/1,370400,枣庄市,296.5749191
2020/1/1,370500,东营市,270.7411721
2020/1/1,370600,烟台市,269.6526479
2020/1/1,370700,潍坊市,249.8883405
2020/1/1,370800,济宁市,260.7241714
2020/1/1,370900,泰安市,244.6019248
2020/1/1,371000,威海市,243.7591131
2020/1/1,371100,日照市,297.553863
2020/1/1,371300,临沂市,256.0783822
2020/1/1,371400,德州市,240.5532177
2020/1/1,371500,聊城市,249.5253369
2020/1/1,371600,滨州市,204.662778
2020/1/1,371700,菏泽市,318.4068293
2020/1/1,410100,郑州市,395.502428
2020/1/1,410200,开封市,305.0208852
2020/1/1,410300,洛阳市,276.9978275
2020/1/1,410400,平顶山市,266.5206648
2020/1/1,410500,安阳市,249.3742964
2020/1/1,410600,鹤壁市,216.7865665
2020/1/1,410700,新乡市,246.1711577
2020/1/1,410800,焦作市,254.9067683
2020/1/1,410900,濮阳市,254.862467
2020/1/1,411000,许昌市,312.490088
2020/1/1,411100,漯河市,289.2223221
2020/1/1,411200,三门峡市,210.995536
2020/1/1,411300,南阳市,273.3430015
2020/1/1,411400,商丘市,276.5274401
2020/1/1,411500,信阳市,256.1335866
2020/1/1,411600,周口市,302.8178897
2020/1/1,411700,驻马店市,297.175089
2020/1/1,419001,济源市,168.5673843
2020/1/1,420100,武汉市,924.935452
2020/1/1,420200,黄石市,247.5379778
2020/1/1,420300,十堰市,277.9166277
2020/1/1,420500,宜昌市,271.5732034
2020/1/1,420600,襄阳市,254.970603
2020/1/1,420700,鄂州市,291.1375048
